name,nodes,edges,terminals,nodes',edges',terminals',time,result
taq0023,572,963,11,71,117,8,0.000,621
taq0431,1128,1905,13,204,351,12,0.001,897
taq0631,609,932,10,26,37,7,0.000,581
taq0739,837,1438,16,193,330,13,0.001,848
taq0741,712,1217,16,204,350,15,0.004,847
taq0751,1051,1791,16,261,447,16,0.003,939
taq0891,331,560,10,0,0,0,0.000,319
taq0910,310,514,17,0,0,0,0.000,370
taq0920,122,194,17,0,0,0,0.000,210
taq0978,777,1239,10,0,0,0,0.000,566
