name,nodes,edges,terminals,nodes',edges',terminals',time,result
d01,1000,1250,5,244,452,5,0.000,106
d02,1000,1250,10,268,487,10,0.025,220
d06,1000,2000,5,752,1710,5,0.002,67
d07,1000,2000,10,738,1680,10,0.018,103
d11,1000,5000,5,982,3876,5,0.002,29
d12,1000,5000,10,981,3263,9,0.014,42
d16,1000,25000,5,1000,6823,5,0.002,13
d17,1000,25000,10,999,6261,9,0.023,23
