name,nodes,edges,terminals,nodes',edges',terminals',time,result
p455,100,4950,5,100,991,5,0.000,1138
p456,100,4950,5,100,850,5,0.000,1228
p457,100,4950,10,97,664,8,0.002,1609
p458,100,4950,10,96,583,9,0.001,1868
p459,100,4950,20,89,432,15,0.002,2345
p460,100,4950,20,88,471,17,0.003,2959
p463,200,19900,10,200,1969,10,0.001,1510
p464,200,19900,20,189,1621,13,0.005,2545
