name,nodes,edges,terminals,nodes',edges',terminals',time,result
c01,500,625,5,117,207,5,0.000,85
c02,500,625,10,108,193,8,0.003,144
c06,500,1000,5,358,808,5,0.001,55
c07,500,1000,10,365,816,9,0.011,102
c11,500,2500,5,492,1775,5,0.001,32
c12,500,2500,10,478,1522,9,0.011,46
c16,500,12500,5,500,2817,5,0.001,11
c17,500,12500,10,495,2321,8,0.005,18
