name,nodes,edges,terminals,nodes',edges',terminals',time,result
p601,100,180,5,0,0,0,0,0.000,0
p602,100,180,5,37,62,5,0.000,8083
p603,100,180,5,0,0,0,0.000,5022
p604,100,180,10,33,57,5,0.000,11397
p605,100,180,10,20,37,1,0.000,10355
p606,100,180,10,19,30,3,0.000,13048
p607,100,180,20,14,22,5,0.000,15358
p608,100,180,20,0,0,0,0.000,14439
p609,100,180,20,23,36,8,0.001,18263
p613,200,370,10,77,127,8,0.000,18429
p614,200,370,20,80,127,17,0.003,27276
