name,nodes,edges,terminals,nodes',edges',terminals',time,result
p401,100,4950,5,65,142,4,0.000,155
p402,100,4950,5,61,126,4,0.000,116
p403,100,4950,5,72,156,5,0.000,179
p404,100,4950,10,0,0,0,0.000,270
p405,100,4950,10,0,0,0,0.000,270
p406,100,4950,10,61,122,8,0.001,290
p407,100,4950,20,53,98,13,0.015,590
p408,100,4950,20,47,83,13,0.007,542
