name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
i320-001,320,480,8,0.078,0,0.266,0.345,2672
i320-002,320,480,8,0.077,0,0.268,0.346,2847
i320-003,320,480,8,0.075,0,0.266,0.342,2972
i320-004,320,480,8,0.078,0,0.277,0.355,2905
i320-005,320,480,8,0.071,0,0.266,0.338,2991
i320-011,320,1845,8,0.117,0,0.266,0.383,2053
i320-012,320,1845,8,0.115,0,0.266,0.382,1997
i320-013,320,1845,8,0.117,0,0.267,0.385,2072
i320-014,320,1845,8,0.118,0,0.266,0.385,2061
i320-015,320,1845,8,0.12,0,0.266,0.387,2059
i320-021,320,51040,8,0.962,0,0.265,1.227,1553
i320-022,320,51040,8,0.954,0,0.265,1.22,1565
i320-023,320,51040,8,0.956,0,0.264,1.22,1549
i320-024,320,51040,8,0.955,0,0.265,1.221,1553
i320-025,320,51040,8,0.952,0,0.265,1.218,1550
i320-031,320,640,8,0.08,0,0.266,0.347,2673
i320-032,320,640,8,0.08,0,0.266,0.347,2770
i320-033,320,640,8,0.08,0,0.266,0.347,2769
i320-034,320,640,8,0.083,0,0.266,0.35,2521
i320-035,320,640,8,0.083,0,0.266,0.35,2385
i320-041,320,10208,8,0.286,0,0.266,0.552,1707
i320-042,320,10208,8,0.288,0,0.266,0.554,1682
i320-043,320,10208,8,0.291,0,0.266,0.558,1723
i320-044,320,10208,8,0.288,0,0.266,0.555,1681
i320-045,320,10208,8,0.289,0,0.269,0.559,1686
i320-101,320,480,17,n/a,n/a,n/a,over 30s,n/a
i320-102,320,480,17,n/a,n/a,n/a,over 30s,n/a
i320-103,320,480,17,n/a,n/a,n/a,over 30s,n/a
i320-104,320,480,17,n/a,n/a,n/a,over 30s,n/a
i320-105,320,480,17,n/a,n/a,n/a,over 30s,n/a
i320-111,320,1845,17,n/a,n/a,n/a,over 30s,n/a
i320-112,320,1845,17,n/a,n/a,n/a,over 30s,n/a
i320-113,320,1845,17,n/a,n/a,n/a,over 30s,n/a
i320-114,320,1845,17,n/a,n/a,n/a,over 30s,n/a
i320-115,320,1845,17,n/a,n/a,n/a,over 30s,n/a
i320-121,320,51040,17,n/a,n/a,n/a,over 30s,n/a
i320-122,320,51040,17,n/a,n/a,n/a,over 30s,n/a
i320-123,320,51040,17,n/a,n/a,n/a,over 30s,n/a
i320-124,320,51040,17,n/a,n/a,n/a,over 30s,n/a
i320-125,320,51040,17,n/a,n/a,n/a,over 30s,n/a
i320-131,320,640,17,n/a,n/a,n/a,over 30s,n/a
i320-132,320,640,17,n/a,n/a,n/a,over 30s,n/a
i320-133,320,640,17,n/a,n/a,n/a,over 30s,n/a
i320-134,320,640,17,n/a,n/a,n/a,over 30s,n/a
i320-135,320,640,17,n/a,n/a,n/a,over 30s,n/a
i320-141,320,10208,17,n/a,n/a,n/a,over 30s,n/a
i320-142,320,10208,17,n/a,n/a,n/a,over 30s,n/a
i320-143,320,10208,17,n/a,n/a,n/a,over 30s,n/a
i320-144,320,10208,17,n/a,n/a,n/a,over 30s,n/a
i320-145,320,10208,17,n/a,n/a,n/a,over 30s,n/a
