name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
b01,0,0,0,0,0,0,0,0
b02,0,0,0,0,0,0,0,0
b04,10,15,4,0,0,0,0,28
b05,2,1,1,0,0,0,0,0
b07,0,0,0,0,0,0,0,0
b08,0,0,0,0,0,0,0,0
b10,33,64,7,0,0,0,0,46
b11,0,0,0,0,0,0,0,0
b13,15,23,7,0,0,0,0,74
b16,52,110,8,0,0,0,0.001,70
