name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
p619,0,0,0,0,0,0,0,0
p620,0,0,0,0,0,0,0,0
p621,0,0,0,0,0,0,0,0
p622,11,15,5,0,0,0,0,9269
p623,24,38,8,0,0,0,0.001,12857
p624,0,0,0,0,0,0,0,0
p625,16,23,8,0,0,0,0,11050
p626,0,0,0,0,0,0,0,0
p630,0,0,0,0,0,0,0,0
p631,18,27,7,0,0,0,0,10957
