name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
i080-001,35,69,6,0,0,0,0,1787
i080-002,37,70,6,0,0,0,0,1213
i080-003,36,70,6,0,0,0,0,1306
i080-004,36,67,5,0,0,0,0,1570
i080-005,41,78,6,0,0,0,0,1589
i080-011,80,350,6,0,0,0,0,1479
i080-012,80,350,6,0,0,0,0,1484
i080-013,80,350,6,0,0,0,0,1381
i080-014,80,350,6,0,0,0,0,1397
i080-015,80,350,6,0,0,0,0,1495
i080-021,80,3152,6,0.001,0,0,0.001,1175
i080-022,80,3153,6,0.001,0,0,0.001,1178
i080-023,80,3156,6,0.001,0,0,0.001,1174
i080-024,80,3154,6,0.001,0,0,0.001,1161
i080-025,80,3158,6,0.001,0,0,0.001,1162
i080-031,61,136,6,0,0,0,0,1570
i080-032,59,135,6,0,0,0,0,1483
i080-033,62,140,6,0,0,0,0,1794
i080-034,61,134,6,0,0,0,0,1688
i080-035,67,143,6,0,0,0,0,1862
i080-041,80,632,6,0,0,0,0.001,1276
i080-042,80,632,6,0,0,0,0.001,1287
i080-043,80,632,6,0,0,0,0.001,1295
i080-044,80,632,6,0,0,0,0.001,1366
i080-045,80,632,6,0,0,0,0.001,1310
i080-101,40,68,7,0,0,0,0,1791
i080-102,40,76,7,0,0,0,0,1914
i080-103,42,76,8,0,0,0,0,2307
i080-104,38,72,8,0,0,0,0,2283
i080-105,40,72,6,0,0,0,0,1603
i080-111,80,350,8,0,0,0,0.001,2051
i080-112,80,350,8,0,0,0,0.001,1885
i080-113,79,348,8,0,0,0,0.001,1884
i080-114,80,350,8,0,0,0,0.001,1895
i080-115,80,350,8,0,0,0,0.001,1868
i080-121,80,3147,8,0.001,0,0,0.002,1561
i080-122,80,3151,8,0.001,0,0,0.002,1561
i080-123,80,3149,8,0.003,0,0,0.004,1569
i080-124,80,3149,8,0.001,0,0,0.002,1555
i080-125,80,3150,8,0.001,0,0,0.002,1572
i080-131,64,140,8,0,0,0,0.001,2284
i080-132,58,133,8,0,0,0,0.001,2180
i080-133,59,132,8,0,0,0,0.001,2261
i080-134,62,142,8,0,0,0,0.001,2070
i080-135,62,138,8,0,0,0,0.001,2102
i080-141,80,632,8,0,0,0,0.001,1788
i080-142,80,632,8,0,0,0,0.001,1708
i080-143,80,632,8,0,0,0,0.001,1767
i080-144,80,632,8,0,0,0,0.001,1772
i080-145,80,632,8,0,0,0,0.001,1762
i080-201,42,80,11,0,0,0.004,0.005,2757
i080-202,40,73,12,0,0,0.015,0.015,2962
i080-203,26,44,9,0,0,0.001,0.001,2080
i080-204,41,73,13,0,0.001,0.057,0.058,3093
i080-205,39,69,10,0,0,0.002,0.002,2492
i080-211,80,350,16,0,0.015,1.815,1.831,3631
i080-212,79,347,16,0,0.015,1.985,2.001,3677
i080-213,80,350,16,0,0.015,1.815,1.831,3678
i080-214,79,347,16,0,0.015,1.986,2.002,3734
i080-215,80,350,16,0,0.015,1.815,1.831,3681
i080-221,80,3080,16,0.001,0.016,1.815,1.833,3158
i080-222,80,3092,16,0.001,0.016,1.815,1.833,3141
i080-223,80,3089,16,0.001,0.015,1.815,1.832,3156
i080-224,80,3080,16,0.001,0.015,1.815,1.832,3159
i080-225,80,3081,16,0.001,0.015,1.815,1.832,3150
i080-231,62,135,16,0,0.012,1.825,1.837,3753
i080-232,68,147,16,0,0.013,1.797,1.811,4199
i080-233,56,127,16,0,0.01,1.738,1.75,3921
i080-234,62,136,16,0,0.012,1.825,1.837,4274
i080-235,61,136,14,0,0.002,0.204,0.208,3598
i080-241,80,628,16,0,0.015,1.815,1.831,3538
i080-242,80,628,16,0,0.015,1.815,1.831,3458
i080-243,80,632,16,0,0.015,1.815,1.831,3474
i080-244,80,631,16,0,0.017,1.815,1.833,3466
i080-245,80,629,16,0,0.015,1.833,1.85,3467
i080-301,42,75,16,0,0.01,1.818,1.829,4136
i080-302,39,70,12,0,0,0.019,0.019,3062
i080-303,42,73,16,0,0.008,1.834,1.842,3796
i080-304,44,80,16,0,0.008,1.942,1.951,4192
i080-305,41,75,18,0,0.034,20.239,20.274,4740
i080-311,80,350,20,n/a,n/a,n/a,over 30s,n/a
i080-312,80,350,20,n/a,n/a,n/a,over 30s,n/a
i080-313,80,349,20,n/a,n/a,n/a,over 30s,n/a
i080-314,80,349,20,n/a,n/a,n/a,over 30s,n/a
i080-315,80,348,20,n/a,n/a,n/a,over 30s,n/a
i080-321,80,3045,20,n/a,n/a,n/a,over 30s,n/a
i080-322,80,3023,20,n/a,n/a,n/a,over 30s,n/a
i080-323,80,3038,20,n/a,n/a,n/a,over 30s,n/a
i080-324,80,3031,20,n/a,n/a,n/a,over 30s,n/a
i080-325,80,3024,20,n/a,n/a,n/a,over 30s,n/a
i080-331,68,145,20,n/a,n/a,n/a,over 30s,n/a
i080-332,66,144,20,n/a,n/a,n/a,over 30s,n/a
i080-333,59,133,19,n/a,n/a,n/a,over 30s,n/a
i080-334,66,144,20,n/a,n/a,n/a,over 30s,n/a
i080-335,62,140,20,n/a,n/a,n/a,over 30s,n/a
i080-341,80,622,20,n/a,n/a,n/a,over 30s,n/a
i080-342,80,621,20,n/a,n/a,n/a,over 30s,n/a
i080-343,80,617,20,n/a,n/a,n/a,over 30s,n/a
i080-344,80,628,20,n/a,n/a,n/a,over 30s,n/a
i080-345,80,624,20,n/a,n/a,n/a,over 30s,n/a
