name,nodes,edges,terminals,time
p619,100,180,5,0.000
p620,100,180,5,0.000
p621,100,180,5,0.000
p622,100,180,10,0.001
p623,100,180,10,0.004
p624,100,180,20,0.006
p625,100,180,20,0.006
p626,100,180,20,0.011
p630,200,370,10,0.002
p631,200,370,20,0.015
