name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time
p401,65,142,4,0,0,0,0
p402,61,126,4,0,0,0,0
p403,72,156,5,0,0,0,0
p404,0,0,0,0,0,0,0
p405,0,0,0,0,0,0,0
p406,61,122,8,0,0,0,0
p407,53,98,13,0,0.001,0.005,0.006
p408,47,83,13,0,0.001,0.004,0.006
