name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time
c01,117,207,5,0.001,0,0,0.001
c02,108,193,8,0,0,0,0.001
c06,358,808,5,0.013,0.001,0,0.015
c07,365,816,9,0.012,0.001,0.004,0.019
c11,492,1775,5,0.03,0.004,0.001,0.036
c12,478,1522,9,0.025,0.003,0.007,0.035
c16,500,2817,5,0.027,0.002,0,0.031
c17,495,2321,8,0.023,0.003,0.004,0.03
