name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time
d01,244,452,5,0.005,0,0,0.006
d02,268,487,10,0.006,0.001,0.005,0.013
d06,752,1710,5,0.059,0.005,0.001,0.067
d07,738,1680,10,0.056,0.007,0.033,0.098
d11,982,3876,5,0.126,0.009,0.002,0.138
d12,981,3263,9,0.112,0.01,0.023,0.147
d16,1000,6823,5,0.125,0.01,0.002,0.137
d17,999,6261,9,0.123,0.011,0.027,0.161
