name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time
taq0023,71,117,8,0,0,0,0
taq0431,204,351,12,0.002,0.003,0.016,0.021
taq0631,26,37,7,0,0,0,0
taq0739,193,330,13,0.001,0.006,0.03,0.038
taq0741,204,350,15,0.002,0.023,0.182,0.209
taq0751,261,447,16,0.003,0.054,0.7,0.758
taq0891,0,0,0,0,0,0,0
taq0910,0,0,0,0,0,0,0
taq0920,0,0,0,0,0,0,0
taq0978,0,0,0,0,0,0,0
