name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time
lin01,2,1,1,0,0,0,0
lin02,2,1,1,0,0,0,0
lin03,15,20,6,0,0,0,0
lin04,10,13,4,0,0,0,0
lin05,37,56,8,0,0,0,0
lin06,0,0,0,0,0,0,0
lin07,28,40,5,0,0,0,0
lin08,0,0,0,0,0,0,0
lin09,68,107,7,0,0,0,0
lin10,104,160,16,0,0.021,0.202,0.224
lin11,204,345,9,0.002,0,0.001,0.005
lin12,265,453,11,0.004,0.002,0.009,0.016
lin13,175,292,14,0.001,0.009,0.053,0.064
