name,nodes,edges,terminals,nodes',edges',terminals',time,result
gap1307,342,552,17,37,56,10,0.007,549
gap1413,541,906,10,0,0,0,0.008,457
gap1500,220,374,17,0,0,0,0.002,254
gap1810,429,702,17,0,0,0,0.006,482
gap2740,1196,2084,14,87,142,8,0.019,745
gap2800,386,653,12,0,0,0,0.009,386
gap2975,179,293,10,0,0,0,0.002,245
gap3036,346,583,13,42,65,9,0.013,457
gap3100,921,1558,11,112,189,11,0.022,640
