name,nodes,edges,terminals,nodes',edges',terminals',time,result
diw0250,353,608,11,2,1,1,0.004,350
diw0260,539,985,12,0,0,0,0.011,468
diw0313,468,822,14,0,0,0,0.009,397
diw0393,212,381,11,0,0,0,0.007,302
diw0460,339,579,13,0,0,0,0.008,345
diw0495,938,1655,10,0,0,0,0.017,616
diw0513,918,1684,10,10,14,5,0.011,604
diw0523,1080,2015,10,0,0,0,0.011,561
diw0540,286,465,10,0,0,0,0.006,374
