name,nodes,edges,terminals,nodes',edges',terminals',time,result
dmxa0296,233,386,12,0,0,0,0.004,344
dmxa0628,169,280,10,0,0,0,0.003,275
dmxa0734,663,1154,11,12,16,6,0.013,506
dmxa0848,499,861,16,70,120,12,0.018,594
dmxa0903,632,1087,10,101,167,9,0.016,580
dmxa1109,343,559,17,44,69,10,0.014,454
dmxa1304,298,503,10,0,0,0,0.005,311
dmxa1516,720,1269,11,24,36,7,0.010,508
dmxa1721,1005,1731,18,40,62,9,0.018,780
