name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
cc3-4p,64,288,8,0.003,0,0,0.004,2338
cc3-4u,64,288,8,0.003,0,0,0.004,23
cc3-5p,125,750,13,0.016,0.003,0.119,0.139,3661
cc3-5u,125,750,13,0.013,0.003,0.103,0.12,36
cc6-2p,64,192,12,0.003,0,0.016,0.021,3271
cc6-2u,64,192,12,0.002,0,0.016,0.02,32
