name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
b01,50,63,9,0.001,0,0.001,0.003,82
b02,50,63,13,0.001,0.001,0.079,0.082,83
b04,50,100,9,0.002,0,0.001,0.003,59
b05,50,100,13,0.002,0.001,0.082,0.085,61
b07,75,94,13,0.004,0.002,0.106,0.113,111
b08,75,94,19,n/a,n/a,n/a,over 30s,n/a
b10,75,150,13,0.004,0.001,0.108,0.115,86
b11,75,150,19,n/a,n/a,n/a,over 30s,n/a
b13,100,125,17,0.007,0.043,9.185,9.236,165
b16,100,200,17,0.008,0.039,9.212,9.26,127
