name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
c01,500,625,5,0.015,0.002,0,0.019,85
c02,500,625,10,0.015,0.003,0.015,0.034,144
c06,500,1000,5,0.023,0.002,0,0.026,55
c07,500,1000,10,0.023,0.003,0.015,0.042,102
c11,500,2500,5,0.037,0.002,0,0.04,32
c12,500,2500,10,0.037,0.003,0.015,0.056,46
c16,500,12500,5,0.076,0.002,0,0.079,11
c17,500,12500,10,0.075,0.003,0.015,0.094,18
