name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
b01,50,63,9,0.004,0,0.024,0.029,82
b02,50,63,13,0.002,0.002,0.681,0.685,83
b04,50,100,9,0.004,0,0.022,0.026,59
b05,50,100,13,0.005,0.002,0.686,0.694,61
b07,75,94,13,0.011,0.002,1.167,1.18,111
b08,75,94,19,n/a,n/a,n/a,over 30s,n/a
b10,75,150,13,0.013,0.002,1.163,1.178,86
b11,75,150,19,n/a,n/a,n/a,over 30s,n/a
b13,100,125,17,n/a,n/a,n/a,over 30s,n/a
b16,100,200,17,n/a,n/a,n/a,over 30s,n/a
