name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
p455,100,4950,5,0.037,0,0.003,0.04,1138
p456,100,4950,5,0.037,0,0.003,0.04,1228
p457,100,4950,10,0.038,0,0.135,0.174,1609
p458,100,4950,10,0.039,0,0.135,0.175,1868
p459,100,4950,20,n/a,n/a,n/a,over 30s,n/a
p460,100,4950,20,n/a,n/a,n/a,over 30s,n/a
p463,200,19900,10,0.247,0,0.47,0.718,1510
p464,200,19900,20,n/a,n/a,n/a,over 30s,n/a
