name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
i640-001,640,960,9,4.777,0,2.114,6.892,4033
i640-002,640,960,9,4.76,0,2.119,6.88,3588
i640-003,640,960,9,4.809,0,2.123,6.932,3438
i640-004,640,960,9,4.755,0,2.113,6.869,4000
i640-005,640,960,9,4.792,0,2.124,6.918,4006
i640-011,640,4135,9,4.803,0,2.115,6.918,2392
i640-012,640,4135,9,4.775,0,2.114,6.89,2465
i640-013,640,4135,9,4.772,0,2.115,6.889,2399
i640-014,640,4135,9,4.777,0,2.114,6.892,2171
i640-015,640,4135,9,4.793,0,2.121,6.915,2347
i640-021,640,204480,9,4.738,0,2.111,6.85,1749
i640-022,640,204480,9,4.833,0,2.119,6.954,1756
i640-023,640,204480,9,4.809,0,2.122,6.931,1754
i640-024,640,204480,9,4.773,0,2.112,6.886,1751
i640-025,640,204480,9,4.733,0,2.105,6.84,1745
i640-031,640,1280,9,4.764,0,2.115,6.881,3278
i640-032,640,1280,9,4.796,0,2.131,6.929,3187
i640-033,640,1280,9,4.769,0,2.119,6.889,3260
i640-034,640,1280,9,4.834,0,2.117,6.952,2953
i640-035,640,1280,9,4.788,0,2.113,6.902,3292
i640-041,640,40896,9,4.839,0,2.113,6.954,1897
i640-042,640,40896,9,4.856,0,2.295,7.152,1934
i640-043,640,40896,9,4.784,0,2.112,6.897,1931
i640-044,640,40896,9,4.784,0,2.119,6.904,1938
i640-045,640,40896,9,4.763,0,2.113,6.877,1866
