name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
es10fst01,18,20,10,0,0,0.015,0.016,22920745
es10fst02,14,13,10,0,0,0.014,0.014,19134104
es10fst03,17,20,10,0,0,0.015,0.016,26003678
es10fst04,18,20,10,0,0,0.016,0.017,20461116
es10fst05,12,11,10,0,0,0.011,0.011,18818916
es10fst06,17,20,10,0,0,0.015,0.016,26540768
es10fst07,14,13,10,0,0,0.013,0.014,26025072
es10fst08,21,28,10,0,0,0.019,0.02,25056214
es10fst09,21,29,10,0,0,0.02,0.021,22062355
es10fst10,18,21,10,0,0,0.015,0.016,23936095
es10fst11,14,13,10,0,0,0.013,0.014,22239535
es10fst12,13,12,10,0,0,0.01,0.011,19626318
es10fst13,18,21,10,0,0,0.018,0.019,19483914
es10fst14,24,32,10,0,0,0.02,0.02,21856128
es10fst15,16,18,10,0,0,0.013,0.014,18641924
