name,nodes,edges,terminals,distances time, copy time, dreyfus-wagner time,time,result
cc3-4p,64,288,8,0.008,0,0.014,0.023,2338
cc3-4u,64,288,8,0.013,0,0.012,0.026,23
cc3-5p,125,750,13,0.042,0.002,2.529,2.574,3661
cc3-5u,125,750,13,0.041,0.002,2.475,2.519,36
cc6-2p,64,192,12,0.012,0,0.369,0.383,3271
cc6-2u,64,192,12,0.013,0.001,0.367,0.382,32
